"job_id","company_id","job_title_short","job_title","job_location","job_via","job_schedule_type","job_work_from_home","search_location","job_posted_date","job_no_degree_mention","job_health_insurance","job_country","salary_rate","salary_year_avg","salary_hour_avg"
6944,343,"Data Analyst","Clinical Research Data Analyst","New York, NY","via ZipRecruiter","Full-time","","New York, United States","2023-10-07 17:00:05","","","United States","","",""
6966,344,"Data Engineer","Data Engineer","Sweden","via Trabajo.org","Full-time","","Sweden","2023-02-01 18:28:59",1,"","Sweden","","",""
6975,49,"Data Scientist","Data Scientist, Mid Jobs","Herndon, VA","via Clearance Jobs","Full-time","","New York, United States","2023-02-21 17:24:12","",1,"United States","","",""
7013,346,"Data Scientist","Data Scientist","Las Condes, Chile","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Chile","2023-03-18 17:22:35","","","Chile","","",""
7040,347,"Data Engineer","Staff Data Engineer","San Diego, CA","via LinkedIn","Full-time","","Illinois, United States","2023-10-05 17:08:23",1,1,"United States","year","140000.0",""
7046,348,"Data Engineer","Data Engineer: Data Integration","Bengaluru, Karnataka, India","via Indeed","Full-time","","India","2023-02-09 17:29:34",1,"","India","","",""
7049,349,"Data Analyst","Digital & Data Analyst","Paris, France","via LinkedIn","Full-time","","France","2023-12-12 17:32:27",1,"","France","","",""
7055,350,"Data Analyst","Studentische Aushilfe als Data Analyst (m/w/d)","Brunswick, Germany","via KETK Jobs","Full-time","","Germany","2023-05-12 17:57:29",1,"","Germany","","",""
7057,351,"Data Scientist","Data Scientist (SOCOM) with Security Clearance","Plant City, FL","via Quick Hire Hub","Full-time","","Florida, United States","2023-12-21 17:04:36","",1,"United States","","",""
7091,352,"Data Engineer","Data Engineer w/ Python/ETL","Richmond, VA","via LinkedIn","Full-time","","New York, United States","2023-08-15 17:06:12","",1,"United States","hour","","61.0"
7104,353,"Data Scientist","Data Scientist 3 (8783) Jobs","Fort Meade, MD","via Clearance Jobs","Full-time","","New York, United States","2023-02-19 17:04:53","","","United States","","",""
7113,128,"Data Scientist","Lead Data Science Consultant","Pilot Point, TX","via Get Career Lead","Full-time","","Texas, United States","2023-12-23 17:03:45","","","United States","","",""
7120,355,"Data Engineer","AZURE DATA ENGINEER","Madrid, Spain","via LinkedIn","Full-time","","Spain","2023-01-30 17:24:11",1,"","Spain","","",""
7154,356,"Data Engineer","Azure Data Engineer","Madrid, Spain","via BeBee","Full-time","","Spain","2023-01-22 17:19:55",1,"","Spain","","",""
7162,357,"Senior Data Engineer","Senior Data Engineer -Cloud & Data Services","Scottsdale, AZ","via Eightfold","Full-time","","Georgia","2023-02-28 17:53:40","",1,"United States","","",""
7171,358,"Data Engineer","Data Engineer, Global Data, CRM","Chicago, IL","via Nexxt","Full-time","","Sudan","2023-05-25 17:52:56","","","Sudan","","",""
7201,359,"Data Analyst","Financial Data Analyst","Des Moines, IA","via Trabajo.org","Full-time","","Illinois, United States","2023-02-01 17:02:41","","","United States","","",""
7204,360,"Data Scientist","Data Scientist","Bengaluru, Karnataka, India","via Indeed","Full-time","","India","2023-04-30 17:16:15","","","India","","",""
7216,361,"Data Engineer","Big Data Engineering Analyst","India","via SimplyHired","Full-time","","India","2023-06-30 17:14:55",1,"","India","","",""
7224,337,"Senior Data Engineer","Contract: Senior Data Platform Engineer","Anywhere","via LinkedIn","Full-time",1,"Chile","2023-03-10 17:35:58",1,"","Chile","","",""
7281,363,"Data Scientist","JPC - 803 - Data Scientist","Woonsocket, RI","via ZipRecruiter","Full-time","","New York, United States","2023-12-12 17:18:54","","","United States","","",""
7340,364,"Machine Learning Engineer","Machine Learning Engineer","Anywhere","via LinkedIn","Full-time",1,"United Kingdom","2023-09-22 17:14:02","","","United Kingdom","","",""
7345,365,"Business Analyst","Business Analyst Data Governance","Ireland","via BeBee Ireland","Full-time","","Ireland","2023-06-24 17:33:08","","","Ireland","","",""
7389,366,"Machine Learning Engineer","ML Data Scientist/ML Engineer","Frisco, TX","via Dice","Contractor","","Texas, United States","2023-02-19 17:05:25","","","United States","","",""
7402,367,"Data Scientist","Staff Data Scientist","Bentonville, AR","via Jora","Full-time","","Sudan","2023-05-11 17:51:58","",1,"Sudan","","",""
7412,368,"Data Analyst","Controlling Data Analyst - One Year Professional Internship","Santarem, Portugal","via Net-Empregos","","","Portugal","2023-08-13 17:21:42","","","Portugal","","",""
7435,303,"Data Analyst","Manager, UX Data Analytics Insights Designer","Albuquerque, NM","via BeBee","Full-time","","Sudan","2023-01-12 18:21:44","","","Sudan","","",""
7451,370,"Data Engineer","Azure Cloud Data Engineer","Spain","via BeBee","Full-time","","Spain","2023-09-06 17:30:48","","","Spain","","",""
7533,371,"Data Engineer","Data Engineer","Durham, NC","via Trabajo.org","Full-time","","New York, United States","2023-04-29 17:06:52","",1,"United States","","",""
7534,372,"Data Engineer","Data Center Engineering Technician,","Eskilstuna, Sweden","via Trabajo.org","Full-time","","Sweden","2023-08-20 17:39:13",1,"","Sweden","","",""
7536,373,"Data Analyst","Data Analyst","Round Rock, TX","via LinkedIn","Contractor","","Texas, United States","2023-11-29 17:04:58","",1,"United States","","",""
7551,189,"Senior Data Scientist","Senior Data Scientist Software Development","Smyrna, GA","via FOX44 News Jobs","Full-time","","Illinois, United States","2023-04-01 17:04:17","",1,"United States","","",""
7554,375,"Data Analyst","Data Analyst Developer-French Speaker","Porto, Portugal","via Net-Empregos","Full-time","","Portugal","2023-06-17 18:01:21",1,"","Portugal","","",""
7557,376,"Data Engineer","IT Engineer DC Security (m/f/d)","Frankfurt, Germany","via WI Proud Jobs","Full-time","","Germany","2023-12-11 17:51:30",1,"","Germany","","",""
7565,377,"Data Analyst","Data Analyst","Irving, TX","via Indeed","Full-time","","Texas, United States","2023-01-02 17:01:14",1,"","United States","year","50000.0",""
7569,378,"Business Analyst","Analyst","Singapore","via Indeed","Full-time","","Singapore","2023-11-15 17:29:50","","","Singapore","","",""
7573,379,"Data Engineer","Data Engineer","Raleigh, NC","via LinkedIn","Full-time","","Florida, United States","2023-01-26 17:13:18","",1,"United States","","",""
7585,380,"Senior Data Engineer","Senior Engineer - Data Operations - (Job Number: GGN00001030)","Gurugram, Haryana, India","via Talentify","Full-time","","India","2023-05-30 17:11:15","","","India","","",""
7607,311,"Data Analyst","Cost Data Analyst","United Kingdom","via WJHL Jobs","Full-time","","United Kingdom","2023-07-17 17:26:39",1,"","United Kingdom","","",""
7611,382,"Data Engineer","Data Engineer - AI Start-Up","Anywhere","via LinkedIn","Full-time",1,"Georgia","2023-12-04 17:40:01","","","United States","year","155000.0",""
7614,383,"Data Scientist","Data Science Trainer","Pune, Maharashtra, India","via BeBee India","Full-time","","India","2023-12-23 17:09:32","","","India","","",""
7616,384,"Senior Data Engineer","Senior Data Engineer","India","via BeBee India","Full-time","","India","2023-09-19 09:56:55","","","India","","",""
7618,385,"Data Analyst","OKX (HK) - Data Analyst","Hong Kong","via Trabajo.org","Full-time","","Hong Kong","2023-07-21 17:43:45",1,"","Hong Kong","","",""
7675,386,"Data Scientist","Market Risk Data Scientist","London, UK","via LinkedIn","Full-time","","United Kingdom","2023-05-01 17:18:20",1,"","United Kingdom","","",""
7696,387,"Data Engineer","Data Engineer","Texas","via LinkedIn","Contractor","","New York, United States","2023-03-23 17:10:18","","","United States","","",""
7697,388,"Data Analyst","Data Analyst","Bristol, RI","via BeBee","Full-time","","New York, United States","2023-10-10 17:00:39","",1,"United States","","",""
7718,389,"Business Analyst","Business Analytics Consultant","Copenhagen, Denmark","via BeBee","Full-time","","Denmark","2023-09-04 17:24:49","","","Denmark","","",""
7745,390,"Senior Data Engineer","Senior Data Engineer (m/w/d)","Leipzig, Germany","via Central Illinois Proud Jobs","Full-time","","Germany","2023-01-09 17:19:26",1,"","Germany","","",""
7756,391,"Data Analyst","Lead Data Analyst als Manager:in im Bereich Sales Excellence - all...","Vienna, Austria","via XING","Full-time","","Austria","2023-04-22 17:16:33","","","Austria","","",""
7779,392,"Data Scientist","Data Integration","Madrid, Spain","via BeBee","Full-time","","Spain","2023-09-07 17:19:07",1,"","Spain","","",""
7782,393,"Senior Data Engineer","Senior Cloud Data Engineer, Fullstack - Full-time / Part-time","Anywhere","via Snagajob","Full-time and Part-time",1,"Georgia","2023-10-21 18:05:42","","","United States","hour","","54.130001068115234"
7806,212,"Senior Data Analyst","Sr. Data Business Analyst","Hyderabad, Telangana, India","via LinkedIn","Full-time","","India","2023-08-12 17:11:22","","","India","","",""
7808,395,"Data Scientist","Data Researcher I","India","via BeBee India","Full-time","","India","2023-08-17 17:14:14","","","India","","",""
7809,396,"Senior Data Engineer","Senior Data Engineer","Bengaluru, Karnataka, India","via LinkedIn","Full-time","","India","2023-06-05 17:14:24","","","India","","",""
7821,7,"Machine Learning Engineer","Machine Learning Engineer - MLOps","Raleigh, NC","via Nexxt","Full-time","","Florida, United States","2023-07-08 17:04:34","",1,"United States","","",""
7885,398,"Data Analyst","DATA ANALYST (Job Id 28839)","Concord, NH","via LinkedIn","Full-time","","New York, United States","2023-01-06 17:00:38","","","United States","","",""
7893,91,"Data Analyst","Graduate Test Data Management Analyst","Utrecht, Netherlands","via Cognizant Careers","Full-time","","Netherlands","2023-11-07 17:45:14",1,"","Netherlands","","",""
7904,156,"Data Analyst","Data Analyst","Bernards, NJ","via Indeed","Full-time","","New York, United States","2023-04-26 17:00:19","","","United States","","",""
7907,401,"Senior Data Analyst","Senior Data Analyst (m/f/d) Seo","Düsseldorf, Germany","via Big Country Jobs","Full-time","","Germany","2023-05-10 17:25:30",1,"","Germany","","",""
7939,154,"Data Engineer","Lead Data Engineer","Stockton, MD","via Monster","Full-time","","New York, United States","2023-01-21 17:12:07","",1,"United States","","",""
7953,403,"Senior Data Engineer","Senior Data Engineer","Newcastle upon Tyne, UK","via LinkedIn","Full-time","","United Kingdom","2023-06-20 17:13:10","","","United Kingdom","","",""
7964,404,"Data Engineer","Data Engineer","Dublin, Ireland","via Trabajo.org","Full-time","","Ireland","2023-03-02 17:42:34","","","Ireland","","",""
8027,405,"Data Engineer","Big Data Engineer","Singapore","via BeBee Singapore","Full-time","","Singapore","2023-06-27 17:36:34","","","Singapore","","",""
8028,406,"Data Engineer","DATA ENGINEER with GraphQL","Anywhere","via LinkedIn","Contractor",1,"California, United States","2023-10-05 17:06:41",1,"","United States","","",""
8043,407,"Software Engineer","Release Engineer","Thailand","via Trabajo.org","Full-time","","Thailand","2023-01-18 17:19:55",1,"","Thailand","","",""
8109,408,"Data Scientist","Data Scientist (Human Resources)","Texas","via LinkedIn","Full-time","","Sudan","2023-12-01 17:44:26","","","Sudan","","",""
8127,252,"Machine Learning Engineer","Associate - ML Engineer","Mumbai, Maharashtra, India","via TIAA Careers","Full-time","","India","2023-11-07 17:11:37","","","India","","",""
8129,410,"Data Scientist","Lead Data Scientist/Engineer","Dubai - United Arab Emirates","via BeBee","Full-time","","United Arab Emirates","2023-03-29 18:14:45","","","United Arab Emirates","","",""
8149,411,"Software Engineer","Tableau CRM Solution Engineer","Singapore","via BeBee Singapore","Full-time","","Singapore","2023-12-07 17:50:18","","","Singapore","","",""
8158,412,"Data Scientist","Scientist","China","via Trabajo.org","Full-time","","China","2023-08-29 17:41:25","","","China","","",""
8165,413,"Senior Data Scientist","Senior Data Scientist","Philadelphia, PA","via BeBee","Full-time","","New York, United States","2023-03-28 17:05:42","","","United States","","",""
8174,414,"Data Engineer","Data Engineer - H/F","Brest, France","via Work4","Full-time","","France","2023-08-01 17:27:48","","","France","","",""
8180,415,"Data Scientist","Research Data Scientist & Administrator III - Hybrid","Houston, TX","via Indeed","Full-time","","Texas, United States","2023-02-07 17:04:03","",1,"United States","year","128195.0",""
8189,416,"Data Scientist","Walmart - Director - Data Science","Bentonville, AR","via LinkedIn","Full-time","","Sudan","2023-12-02 17:46:52","","","Sudan","","",""
8209,417,"Senior Data Scientist","Sr Manager, Data Science and e-Business Marketing","Pittsburgh, PA","via ZipRecruiter","Full-time","","Georgia","2023-09-08 18:40:52","",1,"United States","","",""
8221,418,"Business Analyst","Associate Business Analyst","Hong Kong","via Trabajo.org - Job Search - Jobs","Full-time","","Hong Kong","2023-07-09 17:59:19","","","Hong Kong","","",""
8247,419,"Business Analyst","Inżynier/Samodzielny Inżynier ds. Analiz Danych Niezawodnościowych...","Warsaw, Poland","via LinkedIn","Full-time","","Poland","2023-09-27 17:15:38","","","Poland","","",""
8256,420,"Data Analyst","Digital Analyst","Naples, Metropolitan City of Naples, Italy","via BeBee","Full-time","","Italy","2023-03-06 18:10:49","","","Italy","","",""
8261,421,"Data Engineer","Azure Data Engineer – Remote (2810)","Anywhere","via LinkedIn","Full-time",1,"Texas, United States","2023-03-13 17:13:11","","","United States","","",""
8285,422,"Business Analyst","Business & Technology Analyst","Hungary","via Trabajo.org","Full-time","","Hungary","2023-01-24 17:47:51","","","Hungary","","",""
8318,227,"Data Analyst","Revenue Management Data Analyst","Miami, FL","via Melga","Full-time","","Florida, United States","2023-02-23 17:03:25",1,"","United States","","",""
8348,424,"Data Analyst","SAS Data Analyst","Australia","via Jooble","Full-time","","Australia","2023-12-03 17:08:09",1,"","Australia","","",""
8352,425,"Data Engineer","Sr. Platform Data Engineer - Now Hiring","Washington, DC","via Snagajob","Full-time","","Illinois, United States","2023-07-11 17:12:56","","","United States","","",""
8358,49,"Data Scientist","Chief Data Scientist, Senior Manager Jobs","Bethesda, MD","via Clearance Jobs","Full-time","","New York, United States","2023-06-05 17:03:48","",1,"United States","","",""
8393,427,"Data Engineer","Data Engineer","Riyadh Saudi Arabia","via BeBee","Full-time","","Saudi Arabia","2023-03-29 18:38:39",1,"","Saudi Arabia","","",""
8401,428,"Senior Data Engineer","Senior Data Engineer - Machine Learning","Regensburg, Germany","via XING","Full-time","","Germany","2023-01-19 18:05:50","","","Germany","","",""
8402,251,"Senior Data Scientist","(Senior) Data Scientist","Opfikon, Switzerland","via BeBee Schweiz","Full-time","","Switzerland","2023-03-30 17:17:35","","","Switzerland","","",""
8403,430,"Data Engineer","Azure Data Engineer","Anywhere","via LinkedIn","Full-time",1,"California, United States","2023-10-31 17:04:56","","","United States","","",""
8470,431,"Data Engineer","Remote Data Engineer","Katowice, Poland","via Trabajo.org","Full-time","","Poland","2023-03-01 17:21:58",1,"","Poland","","",""
8494,432,"Data Analyst","Lead Analyst, Data Management Quantitative Analysis","Dublin, Ireland","via BeBee Ireland","Full-time","","Ireland","2023-11-14 18:09:49","","","Ireland","","",""
8518,433,"Senior Data Analyst","Sr Data Analyst - Treasury","Jacksonville, FL","via TIAA Careers","Full-time","","Florida, United States","2023-03-10 17:03:46","",1,"United States","","",""
8521,49,"Data Scientist","Graph Data Scientist Jobs","Bethesda, MD","via Clearance Jobs","Full-time","","New York, United States","2023-05-01 17:05:45","",1,"United States","","",""
8542,435,"Data Analyst","Power BI Data Analyst","Jefferson City, MO","via BeBee","Full-time","","Illinois, United States","2023-11-28 17:01:57","","","United States","","",""
8566,436,"Senior Data Engineer","Senior Data Engineers","Hamburg, Germany","via BeBee","Full-time","","Germany","2023-11-28 17:20:57","","","Germany","","",""
8587,437,"Senior Data Engineer","Senior Data Engineer","Austin, TX","via LinkedIn","Full-time","","New York, United States","2023-02-21 17:27:41","","","United States","","",""
8618,327,"Cloud Engineer","Cloud Engineer (Data & Analytics)","Englewood Cliffs, NJ","via SmartRecruiters Job Search","Full-time","","Sudan","2023-03-08 17:51:33","",1,"Sudan","","",""
8642,311,"Senior Data Engineer","Senior Data Engineer - Azure, PowerBI, SQL, Python","London, UK","via WJHL Jobs","Full-time","","United Kingdom","2023-06-28 18:01:09",1,"","United Kingdom","","",""
8645,440,"Senior Data Engineer","Senior Data Engineer","Anywhere","via LinkedIn","Full-time",1,"Illinois, United States","2023-07-28 17:08:14","",1,"United States","","",""
8659,441,"Data Engineer","Data Engineer( Спортмастер )","Moscow, Russia","via BeBee Россия","Full-time","","Russia","2023-09-10 17:25:32",1,"","Russia","","",""
8715,442,"Senior Data Engineer","Senior Data Engineer","Anywhere","via LinkedIn","Full-time",1,"Georgia","2023-09-29 17:43:14","","","United States","","",""
8752,157,"Data Engineer","Dev10 Entry Level Data Engineer - Nationwide","Miami, FL","via Monster","Full-time","","Sudan","2023-03-20 17:49:21","",1,"Sudan","","",""
8757,444,"Data Analyst","Data Analytics Intern","Singapore","via BeBee Singapore","Internship","","Singapore","2023-12-13 18:12:05","","","Singapore","","",""
8765,445,"Data Scientist","Data Scientist Jobs","Virginia","via Clearance Jobs","Full-time","","New York, United States","2023-06-05 17:03:21","","","United States","","",""
8769,446,"Data Scientist","Data Scientist II","Overland Park, KS","via BeBee","Full-time","","Sudan","2023-10-15 17:50:51","","","Sudan","","",""
8771,447,"Data Engineer","Experienced Data Engineer(Small, fun, collaborative team)🤓...","Anywhere","via LinkedIn","Full-time",1,"Illinois, United States","2023-06-21 17:10:09","",1,"United States","","",""
8779,154,"Data Engineer","Sr. Lead Data Engineer","Philadelphia, PA","via FOX 5 San Diego Jobs","Full-time","","Sudan","2023-04-25 17:37:49","",1,"Sudan","","",""
8898,66,"Senior Data Analyst","Data Analytics Senior Analyst, AVP- Tampa, FL","Elmhurst, IL","via BeBee","Full-time","","Illinois, United States","2023-08-24 17:03:07","","","United States","","",""
8903,450,"Data Engineer","Data Engineer","Boxmeer, Netherlands","via LinkedIn","Full-time","","Netherlands","2023-04-05 17:24:34","","","Netherlands","","",""
8958,451,"Data Engineer","Data Engineer","New Orleans, LA","via Indeed","Full-time","","California, United States","2023-08-30 17:08:49","","","United States","","",""
8962,123,"Data Engineer","1412967 - Data Engineer","Raleigh, NC","via LinkedIn","Full-time","","Illinois, United States","2023-12-15 17:07:37","","","United States","year","155000.0",""
8974,453,"Data Engineer","Data Engineer - Now Hiring","Philadelphia, PA","via Snagajob","Full-time","","Texas, United States","2023-08-17 17:09:28",1,"","United States","","",""
8989,454,"Data Scientist","Associate Data Scientist II","Broomfield, CO","via LinkedIn","Full-time","","Texas, United States","2023-10-19 17:24:53","",1,"United States","","",""
9004,455,"Data Analyst","Data Analyst","Oslo, Norway","via Indeed","Full-time","","Norway","2023-01-11 17:33:01","","","Norway","","",""
9025,456,"Software Engineer","Senior Frontend Engineer","Bogotá, Bogota, Colombia","via Trabajo.org","Full-time","","Colombia","2023-02-23 17:39:26",1,"","Colombia","","",""
9092,457,"Data Scientist","Data Scientist Level III","Cincinnati, OH","via Lensa","Full-time","","Illinois, United States","2023-07-28 17:04:20","","","United States","","",""
9141,458,"Data Engineer","Data Science Engineer 3-1","Chennai, Tamil Nadu, India","via LinkedIn","Full-time","","India","2023-05-24 17:09:52","","","India","","",""
9154,74,"Data Analyst","Associate Site Analytics Manager (home-based or hybrid)","Ig, Slovenia","via LinkedIn","Full-time","","Slovenia","2023-12-18 17:08:48","","","Slovenia","","",""
9193,460,"Software Engineer","Backend Engineer","Nairobi, Kenya","via BeBee Kenya","Full-time","","Kenya","2023-02-13 17:59:50","","","Kenya","","",""
9198,461,"Software Engineer","Senior Software Engineer","Rovereto, Autonomous Province of Trento, Italy","via Lavoro Trabajo.org","Full-time","","Italy","2023-04-24 17:19:46",1,"","Italy","","",""
9219,462,"Data Analyst","Data Analyst / Data Scientist / Data Engineer - Clearance Requir Jobs","Arlington, VA","via Clearance Jobs","Full-time","","Georgia","2023-07-05 17:38:54","","","United States","","",""
9240,463,"Data Analyst","Data Analyst III (Healthcare Analytics)","Tallahassee, FL","via My ArkLaMiss Jobs","Full-time","","Georgia","2023-02-18 17:29:23","",1,"United States","","",""
9257,464,"Data Scientist","AGM - Data Scientist","Mumbai, Maharashtra, India","via LinkedIn","Full-time","","India","2023-03-27 17:21:54","","","India","","",""
9262,465,"Data Scientist","Data Scientist","Singapore","via BeBee Singapore","Contractor","","Singapore","2023-03-28 18:08:43","","","Singapore","","",""
9359,466,"Data Scientist","Data Scientist - Now Hiring","Laurel, MD","via Snagajob","Full-time","","Georgia","2023-05-15 18:26:33","",1,"United States","","",""
9367,467,"Business Analyst","Assistant Manager Business Analyst - Bangalore","India","via Indeed","Full-time","","India","2023-04-28 17:13:25","","","India","","",""
9403,468,"Data Analyst","Data Analyst","Miami, FL","via Trabajo.org","Full-time","","Florida, United States","2023-01-21 17:06:10","",1,"United States","","",""
9412,469,"Data Scientist","Data scientist H/F","Créteil, France","via Indeed","Full-time","","France","2023-06-02 17:39:28","","","France","","",""
9435,74,"Data Scientist","Data Scientist 1","Bengaluru, Karnataka, India","via LinkedIn","Full-time","","India","2023-12-13 17:13:13","","","India","","",""
9440,471,"Data Engineer","Sr Data Engineer (On-site)","Greenville, SC","via LinkedIn","Full-time","","Texas, United States","2023-05-09 17:23:09","",1,"United States","","",""
9444,472,"Software Engineer","Product Manager","Utrecht, Netherlands","via BeBee Nederland","Full-time","","Netherlands","2023-03-01 17:30:32","","","Netherlands","","",""
9503,473,"Data Scientist","Data Scientist","Darmstadt, Germany","via LinkedIn","Full-time","","Germany","2023-02-28 17:20:28","","","Germany","","",""
9558,474,"Data Engineer","Data Engineer","Dallas, TX","via LinkedIn","Full-time","","Sudan","2023-04-17 17:36:59","","","Sudan","","",""
9642,475,"Data Engineer","Data Engineer  (Solutions Architect)","Norway","via Experis","Contractor","","Norway","2023-08-09 18:12:39","","","Norway","","",""
9654,476,"Senior Data Analyst","Analytics Engineer Sr - Remote","Springfield, IL","via Nexxt","Full-time","","Illinois, United States","2023-06-24 17:03:51","",1,"United States","","",""
9688,477,"Data Analyst","Data Analyst","Seville, Spain","via BeBee","Full-time","","Spain","2023-11-03 17:21:58",1,"","Spain","","",""
9715,152,"Senior Data Engineer","Senior Data Engineer","Los Angeles, CA","via Adzuna","Full-time","","New York, United States","2023-01-01 17:06:41","",1,"United States","year","137150.0",""
9735,479,"Data Scientist","Head, Data Decision Science","Johannesburg, South Africa","via Ai-Jobs.net","Full-time","","South Africa","2023-01-28 17:45:41","","","South Africa","year","69300.0",""
9777,480,"Senior Data Engineer","Senior Data Engineer - Now Hiring","Anywhere","via Snagajob","Full-time",1,"Georgia","2023-08-12 17:56:28","",1,"United States","hour","","67.37999725341797"
9801,481,"Data Analyst","Interesting Job Opportunity: Manager - Data Analytics - IIT/IIM","India","via LinkedIn","Full-time","","India","2023-08-06 17:46:55","","","India","","",""
9807,482,"Data Analyst","Customer Data and Targetting Manager","Paris, France","via BeBee","Full-time","","France","2023-04-15 17:19:10","","","France","","",""
9844,483,"Data Analyst","Data Quality Analyst Internship","Italy","via Trabajo. Org","Full-time and Internship","","Italy","2023-10-04 17:13:42","","","Italy","","",""
9854,484,"Data Engineer","Data Engineer I","St Paul, MN","via LinkedIn","Full-time","","Georgia","2023-06-04 18:21:13","",1,"United States","","",""
9856,485,"Data Scientist","Data Scientist- Bioinformatics - ITDI","Lubbock, TX","via Snagajob","Full-time","","Sudan","2023-07-31 18:18:55","","","Sudan","","",""
9883,486,"Data Analyst","Analytics Intern","Singapore","via LinkedIn","Full-time","","Singapore","2023-05-10 17:33:52","","","Singapore","","",""
9920,487,"Data Engineer","Project Data Engineer","Cincinnati, OH","via LinkedIn","Full-time","","Florida, United States","2023-12-14 17:08:56","","","United States","","",""
9966,488,"Data Engineer","Senior Data Engineer Jobs","Bethesda, MD","via Clearance Jobs","Full-time","","Florida, United States","2023-04-22 17:08:14","","","United States","","",""
9971,489,"Software Engineer","Senior Software Engineer - Frontend","Thiruvananthapuram, Kerala, India","via ThoughtSpot","Full-time","","India","2023-02-24 17:35:05",1,"","India","","",""
10022,490,"Data Analyst","Data Analyst","Singapore","via BeBee Singapore","Full-time","","Singapore","2023-12-13 18:12:30","","","Singapore","","",""
10031,491,"Data Analyst","Process and Data Analyst","India","via SimplyHired","Full-time","","India","2023-08-08 17:12:23","","","India","","",""
10041,492,"Senior Data Engineer","Senior Data Engineer","Milwaukee, WI","via LinkedIn","Full-time","","Florida, United States","2023-11-18 17:07:32",1,1,"United States","","",""
10096,217,"Senior Data Analyst","Senior Data Analyst Stockholm, Sverige Data Analytics","Stockholm, Sweden","via Trabajo.org","Full-time","","Sweden","2023-02-12 17:41:45",1,"","Sweden","","",""
10099,494,"Data Scientist","Data Scientist, Staff","Aurora, CO","via Trabajo.org","Full-time","","Sudan","2023-02-02 18:04:47","",1,"Sudan","","",""
10121,495,"Data Engineer","Staff Software Engineer - Data Engineer (Azure Data Factory)","Rancho Cordova, CA","via Snagajob","Full-time","","Sudan","2023-07-31 18:20:30","",1,"Sudan","","",""
10128,496,"Data Engineer","Regulatory Reporting Data Engineer","Anywhere","via Dice","Contractor",1,"Texas, United States","2023-01-05 17:29:27",1,"","United States","hour","","70.22000122070312"
10133,497,"Data Scientist","Data Scientist 1","Columbia, SC","via Nexxt","Full-time","","Florida, United States","2023-11-04 17:25:16","","","United States","","",""
10135,498,"Data Engineer","Data Engineer","San Jose, CA","via LinkedIn","Full-time","","Florida, United States","2023-01-25 17:26:09","","","United States","","",""
10189,499,"Data Engineer","Développeur Data solutions H/F","Luxembourg","via BeBee","Full-time","","Luxembourg","2023-03-06 18:50:05",1,"","Luxembourg","","",""
10190,500,"Data Engineer","Ingénieur(e) Data","Toulon, France","via Emplois Trabajo.org","Full-time","","France","2023-12-21 17:42:04","","","France","","",""
10197,501,"Business Analyst","Senior Business Analyst (Chicago, IL)","Chicago, IL","via Built In Chicago","Full-time","","Illinois, United States","2023-01-14 17:02:23","",1,"United States","","",""
10204,502,"Senior Data Scientist","Senior Data Scientist","Chicago, IL","via BeBee","Full-time","","Illinois, United States","2023-05-24 17:03:56","","","United States","","",""
10210,503,"Data Engineer","Big Data Engineer","Wrocław, Poland","via Trabajo.org","Full-time","","Poland","2023-03-01 17:21:58",1,"","Poland","","",""
10212,504,"Business Analyst","Business Analyst","Hong Kong","via BeBee 香港","Full-time","","Hong Kong","2023-04-21 17:52:03","","","Hong Kong","","",""
10216,53,"Senior Data Engineer","Data Engineer Senior","Plano, TX","via LinkedIn","Full-time","","Texas, United States","2023-02-15 17:09:59","",1,"United States","","",""
10235,66,"Senior Data Analyst","SVP, NAM Data Strategy Lead (Data Analytics Senior Lead Analyst...","Jacksonville, FL","via PIX11 Jobs","Full-time","","Georgia","2023-06-19 17:43:46","","","United States","year","188675.0",""
10259,507,"Senior Data Analyst","Senior Data Science Analyst","Fort Lauderdale, FL","via Trabajo.org","Full-time","","Florida, United States","2023-06-17 17:02:13","","","United States","","",""
10276,121,"Data Engineer","Data Engineer","São Paulo, State of São Paulo, Brazil","via LinkedIn","Full-time","","Brazil","2023-08-17 17:17:26",1,"","Brazil","","",""
10279,509,"Data Analyst","Financial Data  Analyst","Boston, MA","via Nexxt","Full-time","","New York, United States","2023-07-08 17:00:13","",1,"United States","","",""
10300,510,"Data Analyst","Lead DataOps Analyst","India","via LinkedIn","Full-time","","India","2023-11-24 17:10:30","","","India","","",""
10339,511,"Data Scientist","Data Scientist","Belfast, UK","via LinkedIn","Full-time","","United Kingdom","2023-11-28 17:17:15","","","United Kingdom","","",""
10352,512,"Data Engineer","Data Engineer","San José Province, San José, Costa Rica","via BeBee Costa Rica","Full-time","","Costa Rica","2023-07-06 17:36:43","","","Costa Rica","","",""
10361,162,"Data Scientist","Data Scientist","Leeds, UK","via LinkedIn","Full-time","","United Kingdom","2023-08-19 17:14:59","","","United Kingdom","","",""
10393,514,"Data Analyst","HR Project Data Analyst","Hong Kong","via Trabajo.org","Full-time","","Hong Kong","2023-06-06 17:13:19",1,"","Hong Kong","","",""
10402,515,"Data Scientist","NLP Data Scientist","Chennai, Tamil Nadu, India","via Indeed","Full-time","","India","2023-05-03 17:38:17","","","India","","",""
10436,212,"Data Engineer","Lead Big Data Engineer","Hyderabad, Telangana, India","via LinkedIn","Full-time","","India","2023-09-14 17:11:52","","","India","","",""
